17/07/2017,148.820007,150.899994,148.570007,149.559998,147.838593,23793500
24/07/2017,150.580002,152.440002,149.899994,152.089996,150.339478,21493200
31/07/2017,149.899994,150.330002,148.130005,148.729996,147.018143,19845900
07/08/2017,157.059998,158.919998,156.669998,158.809998,156.982132,21870300
14/08/2017,159.320007,160.210007,158.75,159.850006,158.630661,22122700
21/08/2017,157.5,157.889999,155.110001,157.210007,156.010803,26368500
28/08/2017,160.139999,162,159.929993,161.470001,160.238312,25966000
05/09/2017,163.75,164.25,160.559998,162.080002,160.843658,29468500
11/09/2017,160.5,162.050003,159.889999,161.5,160.268082,31085900
18/09/2017,160.110001,160.5,158,158.669998,157.459656,28269400
25/09/2017,149.990005,151.830002,149.160004,150.550003,149.401596,44387300
02/10/2017,154.259995,154.449997,152.720001,153.809998,152.636734,18698800
09/10/2017,155.809998,156.729996,155.490005,155.839996,154.651245,16262900
16/10/2017,157.899994,160,157.649994,159.880005,158.660431,24121500
23/10/2017,156.889999,157.690002,155.5,156.169998,154.978729,21984300
30/10/2017,163.889999,168.070007,163.720001,166.720001,165.448257,44700800
06/11/2017,172.369995,174.990005,171.720001,174.25,172.920822,35026300
13/11/2017,173.5,174.5,173.399994,173.970001,173.26358,16982100
20/11/2017,170.289993,170.559998,169.559998,169.979996,169.28978,16262400
27/11/2017,175.050003,175.080002,173.339996,174.089996,173.383087,20716800
04/12/2017,172.479996,172.619995,169.630005,169.800003,169.110519,32542400
11/12/2017,169.199997,172.889999,168.789993,172.669998,171.968857,35273800
18/12/2017,174.880005,177.199997,174.860001,176.419998,175.703629,29421100
22/12/2017,174.679993,175.419998,174.5,175.009995,174.299362,16349400
29/12/2017,170.520004,170.589996,169.220001,169.229996,168.542831,25999900
